,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
6688,-0.153,2.434,1.082,0.462,0.153,0.771,0.121,0.229,-0.235
6689,-0.237,2.607,1.01,0.698,0.076,0.834,0.13,0.24,-0.267
6690,-0.357,2.634,0.969,0.654,0.015,0.781,0.133,0.277,-0.298
6691,-0.425,2.653,0.968,0.695,0.001,0.819,0.126,0.277,-0.373
6692,-0.491,2.441,0.902,0.795,0.029,0.889,0.142,0.31,-0.372
6693,-0.497,2.008,0.803,0.78,0.058,0.923,0.145,0.319,-0.411
6694,-0.494,2.164,0.812,1.493,0.244,1.17,0.156,0.321,-0.444
6695,-0.37,2.16,0.744,1.493,0.244,1.17,0.183,0.351,-0.466
6696,-0.41,1.966,0.662,1.495,0.23,1.071,0.193,0.366,-0.478
6697,-0.634,1.926,0.673,1.393,0.029,1.092,0.235,0.378,-0.504
