magX[mG],magY[mG],magZ[mG],gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],hh:mm:ss.ms
724,174,-529,2,0,-9,-9,7,998,13:26:26
693,187,-525,2,-2,-9,-7,6,998,13:26:26
706,186,-546,2,0,-8,-5,9,997,13:26:26
717,177,-543,2,-1,-9,-5,9,997,13:26:26
714,183,-523,2,0,-8,-6,7,999,13:26:26
702,196,-540,2,-3,-8,-8,6,1000,13:26:26
717,190,-552,3,-4,-9,-6,8,998,13:26:26
724,216,-537,2,-1,-8,-6,7,998,13:26:26
724,183,-543,2,-2,-8,-8,6,998,13:26:26
717,190,-528,2,-2,-8,-7,8,999,13:26:26
717,190,-528,1,-2,-9,-7,7,1000,13:26:26
712,193,-531,2,-1,-8,-7,6,1000,13:26:26
705,177,-540,1,-2,-8,-7,6,1000,13:26:26
699,195,-543,1,-1,-7,-7,7,999,13:26:26
706,202,-537,1,-1,-9,-7,6,998,13:26:26
708,186,-537,2,-1,-9,-7,4,997,13:26:26
694,178,-544,1,0,-8,-6,7,998,13:26:26
702,199,-528,1,-1,-9,-7,11,999,13:26:26
711,208,-546,2,0,-8,-7,8,999,13:26:26
696,190,-540,2,-2,-8,-8,8,998,13:26:26
709,190,-544,2,-2,-7,-8,8,998,13:26:26
702,175,-526,2,-1,-9,-7,7,999,13:26:26
729,181,-538,2,-1,-9,-7,8,997,13:26:26
720,198,-531,1,-1,-9,-6,9,998,13:26:26
712,189,-526,2,-2,-9,-5,8,998,13:26:26
712,189,-526,2,-2,-8,-7,7,998,13:26:26
706,201,-537,2,-2,-8,-8,8,999,13:26:26
714,192,-543,2,-1,-8,-7,9,998,13:26:26
714,190,-550,1,-2,-7,-6,8,997,13:26:26
702,198,-540,2,0,-7,-7,6,997,13:26:26
699,187,-535,1,0,-9,-8,6,999,13:26:26
711,184,-535,2,-2,-9,-6,8,1000,13:26:26
705,180,-528,3,-5,-7,-6,11,1000,13:26:26
699,193,-520,2,-4,-4,-6,8,1002,13:26:26
712,192,-547,6,-14,-7,-12,3,1007,13:26:26
696,181,-544,4,-7,-10,-11,4,999,13:26:26
708,178,-541,1,-2,-10,-2,4,991,13:26:26
697,201,-540,2,-5,-10,-7,8,998,13:26:26
697,201,-540,2,-10,-10,-7,8,998,13:26:26
711,177,-555,1,-18,-10,-8,6,996,13:26:27
715,189,-540,2,-23,-5,-10,5,1001,13:26:27
721,196,-549,0,-8,7,-6,8,1000,13:26:27
714,175,-526,3,-3,-3,-8,5,996,13:26:27
712,196,-523,4,-7,-8,-7,0,1005,13:26:27
727,178,-541,4,-17,-7,-3,2,1005,13:26:27
706,192,-556,4,-25,-7,-6,7,1001,13:26:27
681,193,-543,5,-6,-7,-2,7,998,13:26:27
712,190,-541,3,-12,-7,1,5,995,13:26:27
712,177,-546,0,-28,-3,-1,7,999,13:26:27
708,187,-546,0,-49,0,-5,6,1004,13:26:27
724,196,-541,0,-76,1,-1,6,1001,13:26:27
724,196,-541,-9,-126,11,-2,2,1002,13:26:27
700,183,-535,-11,-148,9,-13,-9,988,13:26:27
693,183,-537,-9,-102,-1,2,17,979,13:26:27
688,195,-553,0,-78,-11,21,-60,999,13:26:27
699,196,-537,4,-72,4,70,-54,1017,13:26:27
699,196,-537,24,-51,-2,70,-54,1017,13:26:27
688,202,-537,-12,-18,-19,55,-108,1005,13:26:27
691,187,-544,0,51,4,85,-150,1004,13:26:27
699,195,-529,7,114,-14,94,-72,1063,13:26:27
